State,Year,Quarter,District,Registered_Users,YearQuarter
Andaman & Nicobar Islands,2018,1,South Andaman,5846,2018-Q1
Andaman & Nicobar Islands,2018,1,North and Middle Andaman,632,2018-Q1
Andaman & Nicobar Islands,2018,1,Nicobars,262,2018-Q1
Andaman & Nicobar Islands,2018,2,South Andaman,8143,2018-Q2
Andaman & Nicobar Islands,2018,2,North and Middle Andaman,911,2018-Q2
Andaman & Nicobar Islands,2018,2,Nicobars,351,2018-Q2
Andaman & Nicobar Islands,2018,3,South Andaman,10474,2018-Q3
Andaman & Nicobar Islands,2018,3,North and Middle Andaman,1208,2018-Q3
Andaman & Nicobar Islands,2018,3,Nicobars,467,2018-Q3
Andaman & Nicobar Islands,2018,4,South Andaman,13133,2018-Q4
Andaman & Nicobar Islands,2018,4,North and Middle Andaman,1553,2018-Q4
Andaman & Nicobar Islands,2018,4,Nicobars,536,2018-Q4
Andaman & Nicobar Islands,2019,1,South Andaman,15961,2019-Q1
Andaman & Nicobar Islands,2019,1,North and Middle Andaman,2013,2019-Q1
Andaman & Nicobar Islands,2019,1,Nicobars,622,2019-Q1
Andaman & Nicobar Islands,2019,2,South Andaman,18621,2019-Q2
Andaman & Nicobar Islands,2019,2,North and Middle Andaman,2417,2019-Q2
Andaman & Nicobar Islands,2019,2,Nicobars,693,2019-Q2
Andaman & Nicobar Islands,2019,3,South Andaman,20518,2019-Q3
Andaman & Nicobar Islands,2019,3,North and Middle Andaman,2662,2019-Q3
Andaman & Nicobar Islands,2019,3,Nicobars,751,2019-Q3
Andaman & Nicobar Islands,2019,4,South Andaman,22202,2019-Q4
Andaman & Nicobar Islands,2019,4,North and Middle Andaman,2955,2019-Q4
Andaman & Nicobar Islands,2019,4,Nicobars,803,2019-Q4
Andaman & Nicobar Islands,2020,1,South Andaman,24174,2020-Q1
Andaman & Nicobar Islands,2020,1,North and Middle Andaman,3315,2020-Q1
Andaman & Nicobar Islands,2020,1,Nicobars,879,2020-Q1
Andaman & Nicobar Islands,2020,2,South Andaman,27626,2020-Q2
Andaman & Nicobar Islands,2020,2,North and Middle Andaman,4100,2020-Q2
Andaman & Nicobar Islands,2020,2,Nicobars,984,2020-Q2
Andaman & Nicobar Islands,2020,3,South Andaman,34833,2020-Q3
Andaman & Nicobar Islands,2020,3,North and Middle Andaman,5355,2020-Q3
Andaman & Nicobar Islands,2020,3,Nicobars,1147,2020-Q3
Andaman & Nicobar Islands,2020,4,South Andaman,43908,2020-Q4
Andaman & Nicobar Islands,2020,4,North and Middle Andaman,7076,2020-Q4
Andaman & Nicobar Islands,2020,4,Nicobars,1412,2020-Q4
Andaman & Nicobar Islands,2021,1,South Andaman,48352,2021-Q1
Andaman & Nicobar Islands,2021,1,North and Middle Andaman,7833,2021-Q1
Andaman & Nicobar Islands,2021,1,Nicobars,1573,2021-Q1
Andaman & Nicobar Islands,2021,2,South Andaman,51903,2021-Q2
Andaman & Nicobar Islands,2021,2,North and Middle Andaman,8493,2021-Q2
Andaman & Nicobar Islands,2021,2,Nicobars,1699,2021-Q2
Andaman & Nicobar Islands,2021,3,South Andaman,55873,2021-Q3
Andaman & Nicobar Islands,2021,3,North and Middle Andaman,9263,2021-Q3
Andaman & Nicobar Islands,2021,3,Nicobars,1846,2021-Q3
Andaman & Nicobar Islands,2021,4,South Andaman,59807,2021-Q4
Andaman & Nicobar Islands,2021,4,North and Middle Andaman,10002,2021-Q4
Andaman & Nicobar Islands,2021,4,Nicobars,1971,2021-Q4
Andaman & Nicobar Islands,2022,1,South Andaman,63487,2022-Q1
Andaman & Nicobar Islands,2022,1,North and Middle Andaman,10720,2022-Q1
Andaman & Nicobar Islands,2022,1,Nicobars,2081,2022-Q1
Andaman & Nicobar Islands,2022,2,South Andaman,66959,2022-Q2
Andaman & Nicobar Islands,2022,2,North and Middle Andaman,11379,2022-Q2
Andaman & Nicobar Islands,2022,2,Nicobars,2192,2022-Q2
Andaman & Nicobar Islands,2022,3,South Andaman,70445,2022-Q3
Andaman & Nicobar Islands,2022,3,North and Middle Andaman,11897,2022-Q3
Andaman & Nicobar Islands,2022,3,Nicobars,2300,2022-Q3
Andaman & Nicobar Islands,2022,4,South Andaman,73692,2022-Q4
Andaman & Nicobar Islands,2022,4,North and Middle Andaman,12361,2022-Q4
Andaman & Nicobar Islands,2022,4,Nicobars,2389,2022-Q4
Andhra Pradesh,2018,1,Visakhapatnam,497187,2018-Q1
Andhra Pradesh,2018,1,East Godavari,350356,2018-Q1
Andhra Pradesh,2018,1,Krishna,323673,2018-Q1
Andhra Pradesh,2018,1,Guntur,317065,2018-Q1
Andhra Pradesh,2018,1,Chittoor,309541,2018-Q1
Andhra Pradesh,2018,1,Anantapur,241192,2018-Q1
Andhra Pradesh,2018,1,Kurnool,240133,2018-Q1
Andhra Pradesh,2018,1,West Godavari,213335,2018-Q1
Andhra Pradesh,2018,1,Spsr Nellore,194475,2018-Q1
Andhra Pradesh,2018,1,Prakasam,189949,2018-Q1
Andhra Pradesh,2018,2,Visakhapatnam,636052,2018-Q2
Andhra Pradesh,2018,2,East Godavari,454398,2018-Q2
Andhra Pradesh,2018,2,Krishna,431965,2018-Q2
Andhra Pradesh,2018,2,Guntur,420326,2018-Q2
Andhra Pradesh,2018,2,Chittoor,414306,2018-Q2
Andhra Pradesh,2018,2,Anantapur,326383,2018-Q2
Andhra Pradesh,2018,2,Kurnool,319313,2018-Q2
Andhra Pradesh,2018,2,West Godavari,282393,2018-Q2
Andhra Pradesh,2018,2,Spsr Nellore,261049,2018-Q2
Andhra Pradesh,2018,2,Prakasam,253458,2018-Q2
Andhra Pradesh,2018,3,Visakhapatnam,769096,2018-Q3
Andhra Pradesh,2018,3,East Godavari,558982,2018-Q3
Andhra Pradesh,2018,3,Krishna,537086,2018-Q3
Andhra Pradesh,2018,3,Guntur,518931,2018-Q3
Andhra Pradesh,2018,3,Chittoor,515727,2018-Q3
Andhra Pradesh,2018,3,Anantapur,405855,2018-Q3
Andhra Pradesh,2018,3,Kurnool,394311,2018-Q3
Andhra Pradesh,2018,3,West Godavari,349782,2018-Q3
Andhra Pradesh,2018,3,Spsr Nellore,322446,2018-Q3
Andhra Pradesh,2018,3,Prakasam,314899,2018-Q3
Andhra Pradesh,2018,4,Visakhapatnam,978288,2018-Q4
Andhra Pradesh,2018,4,East Godavari,694455,2018-Q4
Andhra Pradesh,2018,4,Krishna,682479,2018-Q4
Andhra Pradesh,2018,4,Chittoor,665280,2018-Q4
Andhra Pradesh,2018,4,Guntur,659552,2018-Q4
Andhra Pradesh,2018,4,Anantapur,510892,2018-Q4
Andhra Pradesh,2018,4,Kurnool,498582,2018-Q4
Andhra Pradesh,2018,4,West Godavari,435668,2018-Q4
Andhra Pradesh,2018,4,Spsr Nellore,407495,2018-Q4
Andhra Pradesh,2018,4,Prakasam,394962,2018-Q4
Andhra Pradesh,2019,1,Visakhapatnam,1174517,2019-Q1
Andhra Pradesh,2019,1,East Godavari,839277,2019-Q1
Andhra Pradesh,2019,1,Krishna,833694,2019-Q1
Andhra Pradesh,2019,1,Chittoor,812314,2019-Q1
Andhra Pradesh,2019,1,Guntur,802394,2019-Q1
Andhra Pradesh,2019,1,Anantapur,612162,2019-Q1
Andhra Pradesh,2019,1,Kurnool,599422,2019-Q1
Andhra Pradesh,2019,1,West Godavari,523372,2019-Q1
Andhra Pradesh,2019,1,Spsr Nellore,491908,2019-Q1
Andhra Pradesh,2019,1,Prakasam,474260,2019-Q1
Andhra Pradesh,2019,2,Visakhapatnam,1318740,2019-Q2
Andhra Pradesh,2019,2,Krishna,952300,2019-Q2
Andhra Pradesh,2019,2,East Godavari,945181,2019-Q2
Andhra Pradesh,2019,2,Chittoor,925491,2019-Q2
Andhra Pradesh,2019,2,Guntur,915256,2019-Q2
Andhra Pradesh,2019,2,Anantapur,695114,2019-Q2
Andhra Pradesh,2019,2,Kurnool,680118,2019-Q2
Andhra Pradesh,2019,2,West Godavari,592185,2019-Q2
Andhra Pradesh,2019,2,Spsr Nellore,558303,2019-Q2
Andhra Pradesh,2019,2,Prakasam,539462,2019-Q2
Andhra Pradesh,2019,3,Visakhapatnam,1460464,2019-Q3
Andhra Pradesh,2019,3,Krishna,1066546,2019-Q3
Andhra Pradesh,2019,3,East Godavari,1057167,2019-Q3
Andhra Pradesh,2019,3,Chittoor,1032733,2019-Q3
Andhra Pradesh,2019,3,Guntur,1026418,2019-Q3
Andhra Pradesh,2019,3,Anantapur,773656,2019-Q3
Andhra Pradesh,2019,3,Kurnool,755024,2019-Q3
Andhra Pradesh,2019,3,West Godavari,662102,2019-Q3
Andhra Pradesh,2019,3,Spsr Nellore,619592,2019-Q3
Andhra Pradesh,2019,3,Prakasam,598568,2019-Q3
Andhra Pradesh,2019,4,Visakhapatnam,1620235,2019-Q4
Andhra Pradesh,2019,4,Krishna,1199971,2019-Q4
Andhra Pradesh,2019,4,East Godavari,1195228,2019-Q4
Andhra Pradesh,2019,4,Guntur,1158708,2019-Q4
Andhra Pradesh,2019,4,Chittoor,1156351,2019-Q4
Andhra Pradesh,2019,4,Anantapur,873033,2019-Q4
Andhra Pradesh,2019,4,Kurnool,846885,2019-Q4
Andhra Pradesh,2019,4,West Godavari,750078,2019-Q4
Andhra Pradesh,2019,4,Spsr Nellore,697154,2019-Q4
Andhra Pradesh,2019,4,Prakasam,673522,2019-Q4
Andhra Pradesh,2020,1,Visakhapatnam,1763581,2020-Q1
Andhra Pradesh,2020,1,Krishna,1331602,2020-Q1
Andhra Pradesh,2020,1,East Godavari,1329664,2020-Q1
Andhra Pradesh,2020,1,Guntur,1289678,2020-Q1
Andhra Pradesh,2020,1,Chittoor,1270907,2020-Q1
Andhra Pradesh,2020,1,Anantapur,971850,2020-Q1
Andhra Pradesh,2020,1,Kurnool,936293,2020-Q1
Andhra Pradesh,2020,1,West Godavari,843835,2020-Q1
Andhra Pradesh,2020,1,Spsr Nellore,775440,2020-Q1
Andhra Pradesh,2020,1,Prakasam,748655,2020-Q1
Andhra Pradesh,2020,2,Visakhapatnam,1904719,2020-Q2
Andhra Pradesh,2020,2,East Godavari,1459116,2020-Q2
Andhra Pradesh,2020,2,Krishna,1459041,2020-Q2
Andhra Pradesh,2020,2,Guntur,1426271,2020-Q2
Andhra Pradesh,2020,2,Chittoor,1385916,2020-Q2
Andhra Pradesh,2020,2,Anantapur,1076953,2020-Q2
Andhra Pradesh,2020,2,Kurnool,1035093,2020-Q2
Andhra Pradesh,2020,2,West Godavari,944829,2020-Q2
Andhra Pradesh,2020,2,Spsr Nellore,854459,2020-Q2
Andhra Pradesh,2020,2,Prakasam,830709,2020-Q2
Andhra Pradesh,2020,3,Visakhapatnam,2058346,2020-Q3
Andhra Pradesh,2020,3,East Godavari,1601940,2020-Q3
Andhra Pradesh,2020,3,Krishna,1599289,2020-Q3
Andhra Pradesh,2020,3,Guntur,1567595,2020-Q3
Andhra Pradesh,2020,3,Chittoor,1506503,2020-Q3
Andhra Pradesh,2020,3,Anantapur,1186851,2020-Q3
Andhra Pradesh,2020,3,Kurnool,1132240,2020-Q3
Andhra Pradesh,2020,3,West Godavari,1053674,2020-Q3
Andhra Pradesh,2020,3,Spsr Nellore,937176,2020-Q3
Andhra Pradesh,2020,3,Prakasam,915240,2020-Q3
Andhra Pradesh,2020,4,Visakhapatnam,2209658,2020-Q4
Andhra Pradesh,2020,4,East Godavari,1746280,2020-Q4
Andhra Pradesh,2020,4,Krishna,1744028,2020-Q4
Andhra Pradesh,2020,4,Guntur,1712940,2020-Q4
Andhra Pradesh,2020,4,Chittoor,1631331,2020-Q4
Andhra Pradesh,2020,4,Anantapur,1295872,2020-Q4
Andhra Pradesh,2020,4,Kurnool,1230466,2020-Q4
Andhra Pradesh,2020,4,West Godavari,1163179,2020-Q4
Andhra Pradesh,2020,4,Spsr Nellore,1022944,2020-Q4
Andhra Pradesh,2020,4,Prakasam,999462,2020-Q4
Andhra Pradesh,2021,1,Visakhapatnam,2368081,2021-Q1
Andhra Pradesh,2021,1,East Godavari,1878769,2021-Q1
Andhra Pradesh,2021,1,Krishna,1876458,2021-Q1
Andhra Pradesh,2021,1,Guntur,1843237,2021-Q1
Andhra Pradesh,2021,1,Chittoor,1751420,2021-Q1
Andhra Pradesh,2021,1,Anantapur,1394849,2021-Q1
Andhra Pradesh,2021,1,Kurnool,1323411,2021-Q1
Andhra Pradesh,2021,1,West Godavari,1254117,2021-Q1
Andhra Pradesh,2021,1,Spsr Nellore,1100541,2021-Q1
Andhra Pradesh,2021,1,Prakasam,1075936,2021-Q1
Andhra Pradesh,2021,2,Visakhapatnam,2526830,2021-Q2
Andhra Pradesh,2021,2,East Godavari,2006272,2021-Q2
Andhra Pradesh,2021,2,Krishna,2002662,2021-Q2
Andhra Pradesh,2021,2,Guntur,1968681,2021-Q2
Andhra Pradesh,2021,2,Chittoor,1870723,2021-Q2
Andhra Pradesh,2021,2,Anantapur,1492738,2021-Q2
Andhra Pradesh,2021,2,Kurnool,1415585,2021-Q2
Andhra Pradesh,2021,2,West Godavari,1339377,2021-Q2
Andhra Pradesh,2021,2,Spsr Nellore,1176334,2021-Q2
Andhra Pradesh,2021,2,Prakasam,1151232,2021-Q2
Andhra Pradesh,2021,3,Visakhapatnam,2707931,2021-Q3
Andhra Pradesh,2021,3,East Godavari,2150622,2021-Q3
Andhra Pradesh,2021,3,Krishna,2145423,2021-Q3
Andhra Pradesh,2021,3,Guntur,2110878,2021-Q3
Andhra Pradesh,2021,3,Chittoor,2007011,2021-Q3
Andhra Pradesh,2021,3,Anantapur,1606735,2021-Q3
Andhra Pradesh,2021,3,Kurnool,1522196,2021-Q3
Andhra Pradesh,2021,3,West Godavari,1436576,2021-Q3
Andhra Pradesh,2021,3,Spsr Nellore,1263550,2021-Q3
Andhra Pradesh,2021,3,Prakasam,1239147,2021-Q3
Andhra Pradesh,2021,4,Visakhapatnam,2888774,2021-Q4
Andhra Pradesh,2021,4,East Godavari,2294347,2021-Q4
Andhra Pradesh,2021,4,Krishna,2288148,2021-Q4
Andhra Pradesh,2021,4,Guntur,2252443,2021-Q4
Andhra Pradesh,2021,4,Chittoor,2141818,2021-Q4
Andhra Pradesh,2021,4,Anantapur,1719437,2021-Q4
Andhra Pradesh,2021,4,Kurnool,1628242,2021-Q4
Andhra Pradesh,2021,4,West Godavari,1532898,2021-Q4
Andhra Pradesh,2021,4,Spsr Nellore,1349290,2021-Q4
Andhra Pradesh,2021,4,Prakasam,1325728,2021-Q4
Andhra Pradesh,2022,1,Visakhapatnam,3061324,2022-Q1
Andhra Pradesh,2022,1,East Godavari,2432305,2022-Q1
Andhra Pradesh,2022,1,Krishna,2423373,2022-Q1
Andhra Pradesh,2022,1,Guntur,2387051,2022-Q1
Andhra Pradesh,2022,1,Chittoor,2270705,2022-Q1
Andhra Pradesh,2022,1,Anantapur,1827094,2022-Q1
Andhra Pradesh,2022,1,Kurnool,1729513,2022-Q1
Andhra Pradesh,2022,1,West Godavari,1626039,2022-Q1
Andhra Pradesh,2022,1,Spsr Nellore,1431664,2022-Q1
Andhra Pradesh,2022,1,Prakasam,1408929,2022-Q1
Andhra Pradesh,2022,2,Visakhapatnam,3226029,2022-Q2
Andhra Pradesh,2022,2,East Godavari,2564165,2022-Q2
Andhra Pradesh,2022,2,Krishna,2552107,2022-Q2
Andhra Pradesh,2022,2,Guntur,2514794,2022-Q2
Andhra Pradesh,2022,2,Chittoor,2392549,2022-Q2
Andhra Pradesh,2022,2,Anantapur,1928213,2022-Q2
Andhra Pradesh,2022,2,Kurnool,1825280,2022-Q2
Andhra Pradesh,2022,2,West Godavari,1714357,2022-Q2
Andhra Pradesh,2022,2,Spsr Nellore,1509927,2022-Q2
Andhra Pradesh,2022,2,Prakasam,1487589,2022-Q2
Andhra Pradesh,2022,3,Visakhapatnam,3397514,2022-Q3
Andhra Pradesh,2022,3,East Godavari,2702234,2022-Q3
Andhra Pradesh,2022,3,Krishna,2685215,2022-Q3
Andhra Pradesh,2022,3,Guntur,2647100,2022-Q3
Andhra Pradesh,2022,3,Chittoor,2517657,2022-Q3
Andhra Pradesh,2022,3,Anantapur,2030824,2022-Q3
Andhra Pradesh,2022,3,Kurnool,1924127,2022-Q3
Andhra Pradesh,2022,3,West Godavari,1805967,2022-Q3
Andhra Pradesh,2022,3,Spsr Nellore,1588875,2022-Q3
Andhra Pradesh,2022,3,Prakasam,1567520,2022-Q3
Andhra Pradesh,2022,4,Visakhapatnam,3566854,2022-Q4
Andhra Pradesh,2022,4,East Godavari,2835087,2022-Q4
Andhra Pradesh,2022,4,Krishna,2813645,2022-Q4
Andhra Pradesh,2022,4,Guntur,2774365,2022-Q4
Andhra Pradesh,2022,4,Chittoor,2636036,2022-Q4
Andhra Pradesh,2022,4,Anantapur,2128066,2022-Q4
Andhra Pradesh,2022,4,Kurnool,2018290,2022-Q4
Andhra Pradesh,2022,4,West Godavari,1893310,2022-Q4
Andhra Pradesh,2022,4,Spsr Nellore,1663684,2022-Q4
Andhra Pradesh,2022,4,Prakasam,1642503,2022-Q4
Arunachal Pradesh,2018,1,Papum Pare,7649,2018-Q1
Arunachal Pradesh,2018,1,West Kameng,2202,2018-Q1
Arunachal Pradesh,2018,1,East Siang,1803,2018-Q1
Arunachal Pradesh,2018,1,Tawang,1525,2018-Q1
Arunachal Pradesh,2018,1,Changlang,1208,2018-Q1
Arunachal Pradesh,2018,1,Lohit,1207,2018-Q1
Arunachal Pradesh,2018,1,West Siang,846,2018-Q1
Arunachal Pradesh,2018,1,Namsai,737,2018-Q1
Arunachal Pradesh,2018,1,Lower Dibang Valley,601,2018-Q1
Arunachal Pradesh,2018,1,Upper Subansiri,572,2018-Q1
Arunachal Pradesh,2018,2,Papum Pare,11418,2018-Q2
Arunachal Pradesh,2018,2,West Kameng,3442,2018-Q2
Arunachal Pradesh,2018,2,East Siang,2646,2018-Q2
Arunachal Pradesh,2018,2,Tawang,2266,2018-Q2
Arunachal Pradesh,2018,2,Changlang,2014,2018-Q2
Arunachal Pradesh,2018,2,Lohit,1898,2018-Q2
Arunachal Pradesh,2018,2,Namsai,1276,2018-Q2
Arunachal Pradesh,2018,2,West Siang,1224,2018-Q2
Arunachal Pradesh,2018,2,Lower Dibang Valley,893,2018-Q2
Arunachal Pradesh,2018,2,Upper Subansiri,883,2018-Q2
Arunachal Pradesh,2018,3,Papum Pare,16009,2018-Q3
Arunachal Pradesh,2018,3,West Kameng,4765,2018-Q3
Arunachal Pradesh,2018,3,East Siang,3590,2018-Q3
Arunachal Pradesh,2018,3,Tawang,3112,2018-Q3
Arunachal Pradesh,2018,3,Changlang,2889,2018-Q3
Arunachal Pradesh,2018,3,Lohit,2612,2018-Q3
Arunachal Pradesh,2018,3,Namsai,1862,2018-Q3
Arunachal Pradesh,2018,3,West Siang,1652,2018-Q3
Arunachal Pradesh,2018,3,Lower Dibang Valley,1286,2018-Q3
Arunachal Pradesh,2018,3,Tirap,1226,2018-Q3
Arunachal Pradesh,2018,4,Papum Pare,21342,2018-Q4
Arunachal Pradesh,2018,4,West Kameng,6492,2018-Q4
Arunachal Pradesh,2018,4,East Siang,4813,2018-Q4
Arunachal Pradesh,2018,4,Tawang,4085,2018-Q4
Arunachal Pradesh,2018,4,Changlang,4036,2018-Q4
Arunachal Pradesh,2018,4,Lohit,3588,2018-Q4
Arunachal Pradesh,2018,4,Namsai,2495,2018-Q4
Arunachal Pradesh,2018,4,West Siang,2117,2018-Q4
Arunachal Pradesh,2018,4,Lower Dibang Valley,1827,2018-Q4
Arunachal Pradesh,2018,4,Tirap,1684,2018-Q4
Arunachal Pradesh,2019,1,Papum Pare,26298,2019-Q1
Arunachal Pradesh,2019,1,West Kameng,8115,2019-Q1
Arunachal Pradesh,2019,1,East Siang,5899,2019-Q1
Arunachal Pradesh,2019,1,Changlang,5210,2019-Q1
Arunachal Pradesh,2019,1,Tawang,5023,2019-Q1
Arunachal Pradesh,2019,1,Lohit,4416,2019-Q1
Arunachal Pradesh,2019,1,Namsai,3153,2019-Q1
Arunachal Pradesh,2019,1,West Siang,2656,2019-Q1
Arunachal Pradesh,2019,1,Lower Dibang Valley,2314,2019-Q1
Arunachal Pradesh,2019,1,Tirap,2082,2019-Q1
Arunachal Pradesh,2019,2,Papum Pare,32800,2019-Q2
Arunachal Pradesh,2019,2,West Kameng,9782,2019-Q2
Arunachal Pradesh,2019,2,East Siang,7319,2019-Q2
Arunachal Pradesh,2019,2,Changlang,6884,2019-Q2
Arunachal Pradesh,2019,2,Tawang,5908,2019-Q2
Arunachal Pradesh,2019,2,Lohit,5485,2019-Q2
Arunachal Pradesh,2019,2,Namsai,3914,2019-Q2
Arunachal Pradesh,2019,2,West Siang,3393,2019-Q2
Arunachal Pradesh,2019,2,Lower Dibang Valley,2842,2019-Q2
Arunachal Pradesh,2019,2,Tirap,2697,2019-Q2
Arunachal Pradesh,2019,3,Papum Pare,38845,2019-Q3
Arunachal Pradesh,2019,3,West Kameng,11186,2019-Q3
Arunachal Pradesh,2019,3,East Siang,8571,2019-Q3
Arunachal Pradesh,2019,3,Changlang,8145,2019-Q3
Arunachal Pradesh,2019,3,Tawang,6553,2019-Q3
Arunachal Pradesh,2019,3,Lohit,6421,2019-Q3
Arunachal Pradesh,2019,3,Namsai,4563,2019-Q3
Arunachal Pradesh,2019,3,West Siang,4101,2019-Q3
Arunachal Pradesh,2019,3,Lower Dibang Valley,3398,2019-Q3
Arunachal Pradesh,2019,3,Tirap,3099,2019-Q3
Arunachal Pradesh,2019,4,Papum Pare,44746,2019-Q4
Arunachal Pradesh,2019,4,West Kameng,12562,2019-Q4
Arunachal Pradesh,2019,4,East Siang,9859,2019-Q4
Arunachal Pradesh,2019,4,Changlang,9662,2019-Q4
Arunachal Pradesh,2019,4,Lohit,7386,2019-Q4
Arunachal Pradesh,2019,4,Tawang,7303,2019-Q4
Arunachal Pradesh,2019,4,Namsai,5190,2019-Q4
Arunachal Pradesh,2019,4,West Siang,4773,2019-Q4
Arunachal Pradesh,2019,4,Lower Dibang Valley,3944,2019-Q4
Arunachal Pradesh,2019,4,Tirap,3605,2019-Q4
Arunachal Pradesh,2020,1,Papum Pare,51342,2020-Q1
Arunachal Pradesh,2020,1,West Kameng,13983,2020-Q1
Arunachal Pradesh,2020,1,East Siang,11298,2020-Q1
Arunachal Pradesh,2020,1,Changlang,11262,2020-Q1
Arunachal Pradesh,2020,1,Lohit,8454,2020-Q1
Arunachal Pradesh,2020,1,Tawang,8048,2020-Q1
Arunachal Pradesh,2020,1,Namsai,6029,2020-Q1
Arunachal Pradesh,2020,1,West Siang,5757,2020-Q1
Arunachal Pradesh,2020,1,Lower Dibang Valley,4650,2020-Q1
Arunachal Pradesh,2020,1,Lower Subansiri,4351,2020-Q1
Arunachal Pradesh,2020,2,Papum Pare,59968,2020-Q2
Arunachal Pradesh,2020,2,West Kameng,15766,2020-Q2
Arunachal Pradesh,2020,2,Changlang,14036,2020-Q2
Arunachal Pradesh,2020,2,East Siang,13601,2020-Q2
Arunachal Pradesh,2020,2,Lohit,10154,2020-Q2
Arunachal Pradesh,2020,2,Tawang,8993,2020-Q2
Arunachal Pradesh,2020,2,Namsai,7426,2020-Q2
Arunachal Pradesh,2020,2,West Siang,7239,2020-Q2
Arunachal Pradesh,2020,2,Lower Dibang Valley,5782,2020-Q2
Arunachal Pradesh,2020,2,Lower Subansiri,5392,2020-Q2
Arunachal Pradesh,2020,3,Papum Pare,69419,2020-Q3
Arunachal Pradesh,2020,3,West Kameng,17636,2020-Q3
Arunachal Pradesh,2020,3,Changlang,16385,2020-Q3
Arunachal Pradesh,2020,3,East Siang,15921,2020-Q3
Arunachal Pradesh,2020,3,Lohit,11755,2020-Q3
Arunachal Pradesh,2020,3,Tawang,9944,2020-Q3
Arunachal Pradesh,2020,3,West Siang,8623,2020-Q3
Arunachal Pradesh,2020,3,Namsai,8553,2020-Q3
Arunachal Pradesh,2020,3,Lower Dibang Valley,6799,2020-Q3
Arunachal Pradesh,2020,3,Lower Subansiri,6456,2020-Q3
Arunachal Pradesh,2020,4,Papum Pare,77936,2020-Q4
Arunachal Pradesh,2020,4,West Kameng,19464,2020-Q4
Arunachal Pradesh,2020,4,Changlang,18203,2020-Q4
Arunachal Pradesh,2020,4,East Siang,17822,2020-Q4
Arunachal Pradesh,2020,4,Lohit,13126,2020-Q4
Arunachal Pradesh,2020,4,Tawang,10909,2020-Q4
Arunachal Pradesh,2020,4,West Siang,9911,2020-Q4
Arunachal Pradesh,2020,4,Namsai,9437,2020-Q4
Arunachal Pradesh,2020,4,Lower Dibang Valley,7693,2020-Q4
Arunachal Pradesh,2020,4,Lower Subansiri,7388,2020-Q4
Arunachal Pradesh,2021,1,Papum Pare,84715,2021-Q1
Arunachal Pradesh,2021,1,West Kameng,21027,2021-Q1
Arunachal Pradesh,2021,1,Changlang,19716,2021-Q1
Arunachal Pradesh,2021,1,East Siang,19342,2021-Q1
Arunachal Pradesh,2021,1,Lohit,14231,2021-Q1
Arunachal Pradesh,2021,1,Tawang,11778,2021-Q1
Arunachal Pradesh,2021,1,West Siang,10836,2021-Q1
Arunachal Pradesh,2021,1,Namsai,10242,2021-Q1
Arunachal Pradesh,2021,1,Lower Dibang Valley,8402,2021-Q1
Arunachal Pradesh,2021,1,Lower Subansiri,8044,2021-Q1
Arunachal Pradesh,2021,2,Papum Pare,90871,2021-Q2
Arunachal Pradesh,2021,2,West Kameng,22625,2021-Q2
Arunachal Pradesh,2021,2,Changlang,21404,2021-Q2
Arunachal Pradesh,2021,2,East Siang,20817,2021-Q2
Arunachal Pradesh,2021,2,Lohit,15360,2021-Q2
Arunachal Pradesh,2021,2,Tawang,12636,2021-Q2
Arunachal Pradesh,2021,2,West Siang,11657,2021-Q2
Arunachal Pradesh,2021,2,Namsai,11111,2021-Q2
Arunachal Pradesh,2021,2,Lower Dibang Valley,9094,2021-Q2
Arunachal Pradesh,2021,2,Lower Subansiri,8685,2021-Q2
Arunachal Pradesh,2021,3,Papum Pare,97854,2021-Q3
Arunachal Pradesh,2021,3,West Kameng,24489,2021-Q3
Arunachal Pradesh,2021,3,Changlang,23328,2021-Q3
Arunachal Pradesh,2021,3,East Siang,22538,2021-Q3
Arunachal Pradesh,2021,3,Lohit,16680,2021-Q3
Arunachal Pradesh,2021,3,Tawang,13650,2021-Q3
Arunachal Pradesh,2021,3,West Siang,12616,2021-Q3
Arunachal Pradesh,2021,3,Namsai,12140,2021-Q3
Arunachal Pradesh,2021,3,Lower Dibang Valley,9920,2021-Q3
Arunachal Pradesh,2021,3,Lower Subansiri,9451,2021-Q3
Arunachal Pradesh,2021,4,Papum Pare,104806,2021-Q4
Arunachal Pradesh,2021,4,West Kameng,26237,2021-Q4
Arunachal Pradesh,2021,4,Changlang,25155,2021-Q4
Arunachal Pradesh,2021,4,East Siang,24208,2021-Q4
Arunachal Pradesh,2021,4,Lohit,17980,2021-Q4
Arunachal Pradesh,2021,4,Tawang,14665,2021-Q4
Arunachal Pradesh,2021,4,West Siang,13555,2021-Q4
Arunachal Pradesh,2021,4,Namsai,13092,2021-Q4
Arunachal Pradesh,2021,4,Lower Dibang Valley,10679,2021-Q4
Arunachal Pradesh,2021,4,Lower Subansiri,10187,2021-Q4
Arunachal Pradesh,2022,1,Papum Pare,111271,2022-Q1
Arunachal Pradesh,2022,1,West Kameng,27860,2022-Q1
Arunachal Pradesh,2022,1,Changlang,26904,2022-Q1
Arunachal Pradesh,2022,1,East Siang,25763,2022-Q1
Arunachal Pradesh,2022,1,Lohit,19214,2022-Q1
Arunachal Pradesh,2022,1,Tawang,15589,2022-Q1
Arunachal Pradesh,2022,1,West Siang,14420,2022-Q1
Arunachal Pradesh,2022,1,Namsai,14054,2022-Q1
